station_id,date,temp_min_c,temp_max_c,mean_c,precip_mm
72405,2024-01-21,-6.1,-6.1,-4.4,0
72405,2024-01-20,-2.2,-2.2,-0.4,7.3
72405,2024-01-19,-5.6,-5.6,-0.7,0
72405,2024-01-18,-8.9,-8.9,-5,0
72405,2024-01-17,-7.2,-7.2,-2.6,1.1
72405,2024-01-16,-3.9,-3.9,-2,7.8
72405,2024-01-15,-0.6,-0.6,2,NA
72405,2024-01-14,0.6,0.6,8,0.5
72405,2024-01-13,1.1,1.1,7.4,8.5
72405,2024-01-12,0.6,0.6,5.8,0
72405,2024-01-11,4.4,4.4,9.2,NA
72405,2024-01-10,2.8,2.8,9.2,56
72405,2024-01-09,2.8,2.8,5.6,0
72405,2024-01-08,1.1,1.1,5.6,0
72405,2024-01-07,0.6,0.6,2.8,26.3
72405,2024-01-06,-2.8,-2.8,1.2,0
72405,2024-01-05,-1.1,-1.1,4.4,0
72405,2024-01-04,0.6,0.6,4.7,0
72405,2024-01-03,0.6,0.6,4.6,0
72405,2024-01-02,3.3,3.3,5,NA
72405,2024-01-01,4.4,4.4,7.3,0
72405,2023-12-31,2.8,2.8,6.9,0
72405,2023-12-30,7.2,7.2,9.9,0
72405,2023-12-29,10.6,10.6,11.4,1
72405,2023-12-28,7.8,7.8,10.2,31
72405,2023-12-27,6.7,6.7,8.2,3.5
72405,2023-12-26,4.4,4.4,9.1,0
72405,2023-12-25,5.6,5.6,7.6,0.3
72405,2023-12-24,2.8,2.8,6.3,0
72405,2023-12-23,2.2,2.2,5.7,0
72405,2023-12-22,0,0,5,0
72405,2023-12-21,-1.7,-1.7,3.2,0
72405,2023-12-20,-1.1,-1.1,3.3,0
72405,2023-12-19,3.3,3.3,10.1,5
72405,2023-12-18,5.6,5.6,10,57
72405,2023-12-17,1.7,1.7,7.7,0
72405,2023-12-16,0.6,0.6,7.1,0
72405,2023-12-15,-1.7,-1.7,4.3,0
72405,2023-12-14,0.6,0.6,5.6,0
72405,2023-12-13,-0.6,-0.6,3.9,0
72405,2023-12-12,0.6,0.6,4.7,10
72405,2023-12-11,3.3,3.3,12.8,32
72405,2023-12-10,2.2,2.2,8.8,0
72405,2023-12-09,2.2,2.2,8,0
72405,2023-12-08,0,0,4.9,0
72405,2023-12-07,1.7,1.7,5.4,NA
72405,2023-12-06,3.9,3.9,7.2,0
72405,2023-12-05,5,5,9.8,0
72405,2023-12-04,8.9,8.9,11.5,19
72405,2023-12-03,7.2,7.2,9.7,3
72405,2023-12-02,2.8,2.8,7.5,3.3
72405,2023-12-01,-0.6,-0.6,6,0
72405,2023-11-30,-4.4,-4.4,0.6,0
72405,2023-11-29,-2.8,-2.8,1.9,0
72405,2023-11-28,1.1,1.1,5.9,0
72405,2023-11-27,1.7,1.7,5.5,4
72405,2023-11-26,1.1,1.1,3.7,0
72405,2023-11-25,4.4,4.4,8.6,0
72405,2023-11-24,7.2,7.2,10.2,0
72405,2023-11-23,8.9,8.9,11.5,0
72405,2023-11-22,3.9,3.9,9.6,55
72405,2023-11-21,3.9,3.9,7.3,0
72405,2023-11-20,3.9,3.9,10.1,0
72405,2023-11-19,7.2,7.2,12.5,0.3
72405,2023-11-18,8.3,8.3,14.8,0.3
72405,2023-11-17,5,5,12.2,0
72405,2023-11-16,4.4,4.4,9.8,0
72405,2023-11-15,5,5,10.7,0
72405,2023-11-14,1.7,1.7,7.5,0
72405,2023-11-13,3.3,3.3,7.5,0
72405,2023-11-12,3.3,3.3,9.1,0
72405,2023-11-11,5.6,5.6,9.3,5
72405,2023-11-10,10,10,16.3,NA
72405,2023-11-09,9.4,9.4,13.3,0
72405,2023-11-08,13.3,13.3,17.6,0
72405,2023-11-07,8.9,8.9,13.5,0
72405,2023-11-06,6.7,6.7,13.6,0
72405,2023-11-05,5,5,12.1,0
72405,2023-11-04,3.3,3.3,9.4,0
72405,2023-11-03,1.1,1.1,6.9,0
72405,2023-11-02,4.4,4.4,6.7,0
72405,2023-11-01,5,5,10,NA
72405,2023-10-31,11.7,11.7,17,0.8
72405,2023-10-30,16.1,16.1,20.4,1
72405,2023-10-29,15.6,15.6,22.3,0
72405,2023-10-28,16.7,16.7,20.5,0
72405,2023-10-27,12.8,12.8,18.6,0
72405,2023-10-26,9.4,9.4,17,0
72405,2023-10-25,6.1,6.1,13.8,0
72405,2023-10-24,7.2,7.2,12.2,0
72405,2023-10-23,9.4,9.4,13.9,NA
72405,2023-10-22,11.1,11.1,15.3,NA
72405,2023-10-21,13.3,13.3,15.8,0.8
72405,2023-10-20,9.4,9.4,15.5,0
72405,2023-10-19,8.9,8.9,13.8,0
72405,2023-10-18,10.6,10.6,13.5,0
72405,2023-10-17,8.9,8.9,12.8,NA
72405,2023-10-16,10,10,12.9,0.8
72405,2023-10-15,11.7,11.7,15,12.1
72405,2023-10-14,12.8,12.8,17.2,0
72405,2023-10-13,11.1,11.1,17.3,0
72405,2023-10-12,10,10,16.4,0
72405,2023-10-11,9.4,9.4,15.3,0
72405,2023-10-10,7.8,7.8,13,NA
72405,2023-10-09,8.3,8.3,13,0
72405,2023-10-08,10.6,10.6,17.1,2.3
72405,2023-10-07,20,20,22.4,NA
72405,2023-10-06,16.1,16.1,21.3,0
72405,2023-10-05,17.8,17.8,21.8,0
72405,2023-10-04,17.8,17.8,23.1,0
72405,2023-10-03,17.2,17.2,22.6,0
72405,2023-10-02,16.7,16.7,21.8,0
72405,2023-10-01,18.3,18.3,20.4,0
72405,2023-09-30,16.7,16.7,18.9,NA
72405,2023-09-29,12.8,12.8,17,NA
72405,2023-09-28,14.4,14.4,17.1,0
72405,2023-09-27,15,15,15.7,0.8
72405,2023-09-26,16.1,16.1,18.5,0.8
72405,2023-09-25,17.2,17.2,18.9,17.5
72405,2023-09-24,15,15,16.8,41
72405,2023-09-23,16.1,16.1,19.4,2
72405,2023-09-22,15.6,15.6,21.1,0
72405,2023-09-21,14.4,14.4,20.8,0
72405,2023-09-20,16.7,16.7,20.6,0
72405,2023-09-19,17.2,17.2,21,0.3
72405,2023-09-18,16.7,16.7,20,0.8
72405,2023-09-17,14.4,14.4,21,0
72405,2023-09-16,14.4,14.4,20.1,0
72405,2023-09-15,18.9,18.9,22.7,NA
72405,2023-09-14,21.7,21.7,25.1,NA
72405,2023-09-13,21.7,21.7,26.3,NA
72405,2023-09-12,21.7,21.7,26,0.5
72405,2023-09-11,21.1,21.1,24.2,3.3
72405,2023-09-10,21.1,21.1,23.9,20
72405,2023-09-09,22.2,22.2,27,9
72405,2023-09-08,25,25,29,0
72405,2023-09-07,23.9,23.9,30,0
72405,2023-09-06,25,25,30.3,0
72405,2023-09-05,23.9,23.9,30.1,0
72405,2023-09-04,20,20,28,NA
72405,2023-09-03,16.7,16.7,23.3,0
72405,2023-09-02,16.1,16.1,22.1,0
72405,2023-09-01,19.4,19.4,22.8,0
72405,2023-08-31,21.7,21.7,26.2,0.3
72405,2023-08-30,22.8,22.8,24.8,NA
72405,2023-08-29,23.3,23.3,24.3,0.3
72405,2023-08-28,23.9,23.9,27.1,0
72405,2023-08-27,23.9,23.9,28.1,0
72405,2023-08-26,23.9,23.9,27.2,11
72405,2023-08-25,21.9,21.9,24.4,NA
72405,2023-08-24,17.2,17.2,23.8,0
72405,2023-08-23,21.1,21.1,25.6,0
72405,2023-08-22,22.8,22.8,28,0
72405,2023-08-21,18.9,18.9,25.4,0
72405,2023-08-20,17.8,17.8,23.4,0
72405,2023-08-19,20,20,25.2,0
72405,2023-08-18,22.2,22.2,27.2,NA
72405,2023-08-17,21.7,21.7,26.2,NA
72405,2023-08-16,23.3,23.3,26.8,10
72405,2023-08-15,23.3,23.3,26.6,23
72405,2023-08-14,24.4,24.4,28.8,0
72405,2023-08-13,23.3,23.3,27.7,0
72405,2023-08-12,20.6,20.6,26.3,NA
72405,2023-08-11,22.8,22.8,25.6,4
72405,2023-08-10,21.7,21.7,26,NA
72405,2023-08-09,22.2,22.2,26,0
72405,2023-08-08,22.2,22.2,25.5,23
72405,2023-08-07,22.8,22.8,25.8,21
72405,2023-08-06,21.7,21.7,25.9,0
72405,2023-08-05,19.4,19.4,23.3,NA
72405,2023-08-04,19.4,19.4,21.9,1.8
72405,2023-08-03,18.9,18.9,23.8,0
72405,2023-08-02,19.4,19.4,23.6,0
72405,2023-08-01,20.6,20.6,25.3,15
72405,2023-07-31,22.8,22.8,26.3,NA
72405,2023-07-30,23.3,23.3,27.4,12
72405,2023-07-29,24.4,24.4,29.8,3
72405,2023-07-28,26.1,26.1,29.1,0.3
72405,2023-07-27,21.1,21.1,26.9,0
72405,2023-07-26,22.2,22.2,25.8,NA
72405,2023-07-25,22.8,22.8,26.1,1
72405,2023-07-24,21.1,21.1,26.4,0
72405,2023-07-23,21.1,21.1,25.6,0
72405,2023-07-22,20.6,20.6,26.1,10
72405,2023-07-21,22.2,22.2,27.7,0
72405,2023-07-20,22.8,22.8,26.6,13
72405,2023-07-19,22.8,22.8,28.2,0
72405,2023-07-18,23.3,23.3,27.8,0
72405,2023-07-17,23.9,23.9,26.4,1.1
72405,2023-07-16,21.7,21.7,26.7,3
72405,2023-07-15,21.7,21.7,26.7,34
72405,2023-07-14,24.4,24.4,29.3,NA
72405,2023-07-13,22.8,22.8,28.1,0
72405,2023-07-12,21.7,21.7,27.4,0
72405,2023-07-11,21.7,21.7,26.4,0
72405,2023-07-10,22.2,22.2,25.1,4
72405,2023-07-09,24.4,24.4,27.3,15
72405,2023-07-08,23.9,23.9,26.6,19.5
72405,2023-07-07,23.9,23.9,27.8,4.3
72405,2023-07-06,24.4,24.4,28.3,NA
72405,2023-07-05,22.2,22.2,28.2,NA
72405,2023-07-04,22.2,22.2,27.7,23
72405,2023-07-03,23.3,23.3,27.5,NA
72405,2023-07-02,22.2,22.2,25.6,6.5
72405,2023-07-01,21.1,21.1,24.5,9
72405,2023-06-30,18.9,18.9,24.7,0
72405,2023-06-29,20,20,23.8,0
72405,2023-06-28,20.6,20.6,23.3,21
72405,2023-06-27,22.2,22.2,26.9,0.3
72405,2023-06-26,21.1,21.1,27.2,0
72405,2023-06-25,22.2,22.2,25.5,0.3
72405,2023-06-24,18.9,18.9,22.3,4
72405,2023-06-23,16.1,16.1,18.3,2
72405,2023-06-22,16.1,16.1,18.5,10.3
72405,2023-06-21,21.1,21.1,24.2,NA
72405,2023-06-20,18.9,18.9,25.5,0
72405,2023-06-19,17.2,17.2,24.8,0
72405,2023-06-18,17.2,17.2,23.5,NA
72405,2023-06-17,17.8,17.8,22.7,NA
72405,2023-06-16,16.1,16.1,23.4,0
72405,2023-06-15,17.8,17.8,22.3,NA
72405,2023-06-14,16.1,16.1,21.7,0
72405,2023-06-13,18.9,18.9,23.3,6
72405,2023-06-12,18.9,18.9,25.5,0
72405,2023-06-11,14.4,14.4,23.3,0
72405,2023-06-10,15,15,20.3,NA
72405,2023-06-09,16.1,16.1,20.6,0
72405,2023-06-08,16.7,16.7,21.9,0
72405,2023-06-07,16.1,16.1,23.1,0
72405,2023-06-06,15,15,21.2,0
72405,2023-06-05,16.1,16.1,19.2,0
72405,2023-06-04,16.7,16.7,23.4,0
72405,2023-06-03,17.8,17.8,25.9,0
72405,2023-06-02,15,15,22.7,0
72405,2023-06-01,13.3,13.3,19.6,0
72405,2023-05-31,15,15,18.8,0.8
72405,2023-05-30,15.6,15.6,19.4,23
72405,2023-05-29,15,15,19.6,0.3
72405,2023-05-28,12.8,12.8,19.4,0
72405,2023-05-27,12.2,12.2,18.8,0
72405,2023-05-26,13.9,13.9,18.3,0
72405,2023-05-25,13.3,13.3,20.4,0
72405,2023-05-24,15.6,15.6,19.6,0
72405,2023-05-23,14.4,14.4,21.5,0
72405,2023-05-22,13.9,13.9,20.3,NA
72405,2023-05-21,14.4,14.4,19.5,4.5
72405,2023-05-20,13.3,13.3,18.4,0
72405,2023-05-19,10,10,15.6,0
72405,2023-05-18,13.3,13.3,19.6,0
72405,2023-05-17,14.4,14.4,20.3,NA
72405,2023-05-16,13.3,13.3,17.9,0
72405,2023-05-15,13.9,13.9,20.3,0
72405,2023-05-14,16.1,16.1,19.9,3
72405,2023-05-13,15.6,15.6,22.2,0
72405,2023-05-12,11.7,11.7,19.3,0
72405,2023-05-11,10.6,10.6,16.7,0
72405,2023-05-10,12.2,12.2,17.2,3
72405,2023-05-09,15.6,15.6,22.1,NA
72405,2023-05-08,12.8,12.8,17.7,0.5
72405,2023-05-07,9.4,9.4,17,0
72405,2023-05-06,8.3,8.3,15.4,0
72405,2023-05-05,8.3,8.3,13.2,0
72405,2023-05-04,8.3,8.3,11,0.3
72405,2023-05-03,9.4,9.4,11.8,NA
72405,2023-05-02,10,10,13.6,0
72405,2023-05-01,10.6,10.6,15.9,13.3
72405,2023-04-30,12.2,12.2,15.6,0.8
72405,2023-04-29,12.2,12.2,13.4,39
72405,2023-04-28,11.1,11.1,16.4,0
72405,2023-04-27,7.8,7.8,14.2,0.3
72405,2023-04-26,6.7,6.7,12,0
72405,2023-04-25,7.8,7.8,11.7,NA
72405,2023-04-24,8.3,8.3,13.8,NA
72405,2023-04-23,13.9,13.9,18.4,16.5
72405,2023-04-22,14.4,14.4,22.5,0
72405,2023-04-21,12.8,12.8,20.9,0
72405,2023-04-20,7.2,7.2,16.4,0
72405,2023-04-19,8.3,8.3,15.8,0
72405,2023-04-18,12.2,12.2,16,0.3
72405,2023-04-17,15.6,15.6,21.5,NA
72405,2023-04-16,17.8,17.8,19.8,13.5
72405,2023-04-15,15.6,15.6,20.5,NA
72405,2023-04-14,13.3,13.3,21.7,0
72405,2023-04-13,12.2,12.2,21.4,0
72405,2023-04-12,6.7,6.7,15.7,0
72405,2023-04-11,5,5,12.1,0
72405,2023-04-10,4.4,4.4,10.9,0
72405,2023-04-09,7.2,7.2,9.4,0
72405,2023-04-08,8.3,8.3,12.2,0.3
72405,2023-04-07,14.4,14.4,22.3,0.8
72405,2023-04-06,15,15,22.8,0
72405,2023-04-05,13.3,13.3,19.7,0
72405,2023-04-04,5.6,5.6,14.1,0
72405,2023-04-03,7.2,7.2,10.4,0
72405,2023-04-02,10,10,16.3,5.5
72405,2023-04-01,5.6,5.6,12.8,0.3
72405,2023-03-31,2.8,2.8,7.8,0
72405,2023-03-30,6.1,6.1,10.6,0
72405,2023-03-29,7.8,7.8,11.7,NA
72405,2023-03-28,7.8,7.8,12.5,0.5
72405,2023-03-27,8.9,8.9,15.3,0
72405,2023-03-26,6.1,6.1,9.2,5.3
72405,2023-03-25,6.1,6.1,11.9,19
72405,2023-03-24,10,10,18.4,NA
72405,2023-03-23,8.9,8.9,13.3,0
72405,2023-03-22,1.1,1.1,9,0
72405,2023-03-21,-1.1,-1.1,4.8,0
72405,2023-03-20,-1.7,-1.7,2.2,0
72405,2023-03-19,4.4,4.4,8.1,0
72405,2023-03-18,8.9,8.9,12.8,0.6
72405,2023-03-17,1.1,1.1,9.9,0
72405,2023-03-16,0.6,0.6,5.6,0
72405,2023-03-15,0.6,0.6,3.3,NA
72405,2023-03-14,3.3,3.3,6.1,0.5
72405,2023-03-13,0.6,0.6,3.1,1.3
72405,2023-03-12,2.8,2.8,5.9,0
72405,2023-03-11,5,5,6.6,4.5
72405,2023-03-10,2.2,2.2,7.8,0
72405,2023-03-09,1.7,1.7,6.7,0
72405,2023-03-08,3.3,3.3,8.1,0
72405,2023-03-07,4.4,4.4,9.3,0
72405,2023-03-06,2.8,2.8,10.3,0
72405,2023-03-05,5,5,9.6,0
72405,2023-03-04,5,5,7.2,8.3
72405,2023-03-03,8.9,8.9,13,1
72405,2023-03-02,4.4,4.4,9.3,0
72405,2023-03-01,5,5,8.7,NA
72405,2023-02-28,2.8,2.8,7.6,7.5
72405,2023-02-27,2.2,2.2,7.3,0
72405,2023-02-26,1.1,1.1,2.5,0.3
72405,2023-02-25,3.9,3.9,12,0
72405,2023-02-24,7.2,7.2,13.6,NA
72405,2023-02-23,6.1,6.1,9.4,0.5
72405,2023-02-22,6.7,6.7,12.3,0.3
72405,2023-02-21,8.9,8.9,11.3,NA
72405,2023-02-20,2.8,2.8,10,0
72405,2023-02-19,-2.2,-2.2,2.8,0
72405,2023-02-18,0.6,0.6,9.5,14
72405,2023-02-17,7.2,7.2,12.6,7
72405,2023-02-16,8.9,8.9,13.4,0.3
72405,2023-02-15,2.8,2.8,9.4,0
72405,2023-02-14,2.8,2.8,8.5,0.5
72405,2023-02-13,3.3,3.3,4.3,21
72405,2023-02-12,4.4,4.4,7.1,0
72405,2023-02-11,9.4,9.4,13.9,0
72405,2023-02-10,6.7,6.7,13.2,NA
72405,2023-02-09,6.1,6.1,11.3,0
72405,2023-02-08,-0.6,-0.6,5.7,0
72405,2023-02-07,1.7,1.7,8.8,0
72405,2023-02-06,-1.6,-1.6,6.7,0
72405,2023-02-05,-8.9,-8.9,-3.6,0
72405,2023-02-04,-7.8,-7.8,-0.6,0
72405,2023-02-03,-0.6,-0.6,2.6,0
72405,2023-02-02,0,0,2,1
72405,2023-02-01,2.2,2.2,5,4
72405,2023-01-31,5,5,9.2,0
72405,2023-01-30,4.4,4.4,7.2,0.8
72405,2023-01-29,1.1,1.1,6.9,0
72405,2023-01-28,0,0,3.9,0
72405,2023-01-27,4.4,4.4,7.1,NA
72405,2023-01-26,1.7,1.7,5,14
72405,2023-01-25,0.6,0.6,5.2,0
72405,2023-01-24,3.9,3.9,5.7,2.3
72405,2023-01-23,0.6,0.6,3.6,6
72405,2023-01-22,1.1,1.1,5,0
72405,2023-01-21,5,5,7.8,0
72405,2023-01-20,6.1,6.1,7.4,2.3
72405,2023-01-19,3.9,3.9,9.1,0
72405,2023-01-18,3.3,3.3,5.2,1
72405,2023-01-17,-1.7,-1.7,5.9,0
72405,2023-01-16,-1.7,-1.7,2.5,0
72405,2023-01-15,-1.1,-1.1,1.9,0
72405,2023-01-14,3.9,3.9,8.7,5
72405,2023-01-13,4.4,4.4,8.8,5.3
72405,2023-01-12,0,0,4.7,0.5
72405,2023-01-11,0,0,4.8,0
72405,2023-01-10,1.7,1.7,6,0
72405,2023-01-09,0,0,3.8,0.3
72405,2023-01-08,2.2,2.2,6.6,0
72405,2023-01-07,6.7,6.7,8.7,0
72405,2023-01-06,9.4,9.4,13.5,0
72405,2023-01-05,11.1,11.1,14.7,NA
72405,2023-01-04,8.9,8.9,14.5,NA
72405,2023-01-03,3.9,3.9,11.3,0
72405,2023-01-02,5.6,5.6,10.4,0
72405,2023-01-01,8.3,8.3,11.1,NA
72405,2022-12-31,0,0,8.5,0
72405,2022-12-30,-1.1,-1.1,4.7,0
72405,2022-12-29,-2.8,-2.8,2.8,0
72405,2022-12-28,-1.7,-1.7,1.6,0
72405,2022-12-27,-6.7,-6.7,-2.2,0
72405,2022-12-26,-10,-10,-4.4,0
72405,2022-12-25,-12.8,-12.8,-9.6,0
72405,2022-12-24,-11.7,-11.7,-0.8,2
72405,2022-12-23,0.6,0.6,6.4,30
72405,2022-12-22,-2.8,-2.8,2,0
72405,2022-12-21,-2.2,-2.2,1.3,0
72405,2022-12-20,-1.1,-1.1,1.8,0
72405,2022-12-19,-0.6,-0.6,3.8,0
72405,2022-12-18,2.2,2.2,6.1,0
72405,2022-12-17,3.3,3.3,7,NA
72405,2022-12-16,1.1,1.1,4.7,48
72405,2022-12-15,-2.8,-2.8,2.4,0
72405,2022-12-14,-1.1,-1.1,2.9,0
72405,2022-12-13,2.8,2.8,5.8,0
72405,2022-12-12,2.8,2.8,6.6,NA
72405,2022-12-11,0.6,0.6,4.5,0
72405,2022-12-10,2.2,2.2,6.4,0
72405,2022-12-09,6.7,6.7,10.8,NA
72405,2022-12-08,8.3,8.3,12.1,1
72405,2022-12-07,2.8,2.8,7.4,5
72405,2022-12-06,-0.6,-0.6,4.4,0
72405,2022-12-05,0.6,0.6,4.5,0
72405,2022-12-04,5.6,5.6,12.2,7.8
72405,2022-12-03,-1.1,-1.1,5.5,0
72405,2022-12-02,2.2,2.2,5,0
72405,2022-12-01,5,5,9.9,8
72405,2022-11-30,2.8,2.8,7.5,0
72405,2022-11-29,5,5,10.3,0
72405,2022-11-28,7.2,7.2,10.9,6
72405,2022-11-27,2.8,2.8,9.6,0
72405,2022-11-26,6.7,6.7,10.2,4
72405,2022-11-25,0.6,0.6,8.2,0
72405,2022-11-24,0.6,0.6,7.8,0
72405,2022-11-23,0,0,6.7,0
72405,2022-11-22,-3.3,-3.3,3.6,0
72405,2022-11-21,-1.1,-1.1,1.9,0
72405,2022-11-20,0,0,3.9,0
72405,2022-11-19,-1.1,-1.1,4.3,NA
72405,2022-11-18,2.2,2.2,4.7,0
72405,2022-11-17,3.9,3.9,7.4,0
72405,2022-11-16,2.2,2.2,4.8,30.3
72405,2022-11-15,2.8,2.8,6.2,0
72405,2022-11-14,5,5,8,0
72405,2022-11-13,11.1,11.1,19,1.6
72405,2022-11-12,16.1,16.1,19.6,16
72405,2022-11-11,8.9,8.9,15,0
72405,2022-11-10,7.2,7.2,11,0
72405,2022-11-09,9.4,9.4,12.4,0
72405,2022-11-08,15,15,21.5,0
72405,2022-11-07,18.9,18.9,21.2,0.6
72405,2022-11-06,16.7,16.7,20.8,0
72405,2022-11-05,11.1,11.1,17,0
72405,2022-11-04,10.6,10.6,15.9,0
72405,2022-11-03,11.7,11.7,16.3,0
72405,2022-11-02,13.9,13.9,17.9,0
72405,2022-11-01,11.7,11.7,15.7,4
72405,2022-10-31,4.4,4.4,11.4,0
72405,2022-10-30,7.2,7.2,11.7,0
72405,2022-10-29,8.3,8.3,11.6,0
72405,2022-10-28,10.6,10.6,14.6,0
72405,2022-10-27,13.9,13.9,16.7,0.5
72405,2022-10-26,15,15,16.3,0.5
72405,2022-10-25,13.9,13.9,16,0
72405,2022-10-24,8.9,8.9,14.1,6
72405,2022-10-23,7.2,7.2,13.8,0
72405,2022-10-22,5.6,5.6,12.8,0
72405,2022-10-21,4.4,4.4,10.4,0
72405,2022-10-20,3.3,3.3,8.9,0
72405,2022-10-19,4.4,4.4,9.6,0
72405,2022-10-18,11.1,11.1,16,0.8
72405,2022-10-17,12.2,12.2,16.3,0.5
72405,2022-10-16,10,10,16.3,0
72405,2022-10-15,11.7,11.7,15.5,NA
72405,2022-10-14,13.3,13.3,18.1,15
72405,2022-10-13,11.1,11.1,16.8,NA
72405,2022-10-12,8.3,8.3,15.3,0
72405,2022-10-11,6.7,6.7,14.3,0
72405,2022-10-10,5,5,12.5,0
72405,2022-10-09,7.2,7.2,12.7,0
72405,2022-10-08,11.7,11.7,19.1,0
72405,2022-10-07,12.2,12.2,18.4,0
72405,2022-10-06,10,10,14.2,4
72405,2022-10-05,9.4,9.4,10.7,3.5
72405,2022-10-04,9.4,9.4,10,13.3
72405,2022-10-03,11.7,11.7,14.3,14
72405,2022-10-02,13.3,13.3,15.8,7
72405,2022-10-01,13.3,13.3,14.6,13.3
72405,2022-09-30,13.3,13.3,16.8,0
72405,2022-09-29,10.6,10.6,16.2,NA
72405,2022-09-28,12.8,12.8,18.5,0
72405,2022-09-27,15.6,15.6,20.5,NA
72405,2022-09-26,15,15,19.6,0.3
72405,2022-09-25,10.6,10.6,16.7,0
72405,2022-09-24,12.2,12.2,16.1,0
72405,2022-09-23,15,15,22.3,1
72405,2022-09-22,18.3,18.3,24.4,0
72405,2022-09-21,20,20,24.9,0
72405,2022-09-20,19.4,19.4,25,0
72405,2022-09-19,17.2,17.2,23.2,0
72405,2022-09-18,17.2,17.2,22.1,0
72405,2022-09-17,15,15,21.3,0
72405,2022-09-16,17.2,17.2,22.2,0
72405,2022-09-15,16.1,16.1,22,0
72405,2022-09-14,18.3,18.3,23.5,NA
72405,2022-09-13,22.8,22.8,24.7,3
72405,2022-09-12,22.2,22.2,24.1,22
72405,2022-09-11,17.8,17.8,23.4,NA
72405,2022-09-10,18.3,18.3,23.5,0
72405,2022-09-09,20,20,24.7,0
72405,2022-09-07,22.8,22.8,25.1,21
72405,2022-09-06,23.3,23.3,26.1,2
72405,2022-09-05,22.2,22.2,26.6,0
72405,2022-09-04,21.7,21.7,26.4,0
72405,2022-09-03,20.6,20.6,25.6,0
72405,2022-09-02,18.9,18.9,26.2,0
72405,2022-09-01,20.6,20.6,25.3,0
72405,2022-08-31,23.3,23.3,26.7,4
72405,2022-08-30,23.9,23.9,28.2,0
72405,2022-08-29,23.3,23.3,27.8,0
72405,2022-08-28,23.3,23.3,27.4,0
72405,2022-08-27,22.8,22.8,28.3,0
72405,2022-08-26,20,20,27,0
72405,2022-08-25,20.6,20.6,26.6,0
72405,2022-08-24,22.2,22.2,26.3,0
72405,2022-08-23,22.8,22.8,24.8,0.8
72405,2022-08-22,22.8,22.8,24.4,4
72405,2022-08-21,21.7,21.7,26.4,0
72405,2022-08-20,21.1,21.1,26.3,0
72405,2022-08-19,17.8,17.8,24.5,0
72405,2022-08-18,18.9,18.9,23.2,NA
72405,2022-08-17,19.4,19.4,23.9,NA
72405,2022-08-16,19.4,19.4,21.7,NA
72405,2022-08-15,20,20,23.6,3
72405,2022-08-14,17.8,17.8,23.6,0
72405,2022-08-13,20.6,20.6,24.8,NA
72405,2022-08-12,22.8,22.8,26.6,0
72405,2022-08-11,22.8,22.8,26.9,13
72405,2022-08-10,25,25,29.9,NA
72405,2022-08-09,25.6,25.6,28.3,NA
72405,2022-08-08,24.4,24.4,28.2,0
72405,2022-08-07,22.8,22.8,27,0
72405,2022-08-06,23.3,23.3,26.3,NA
72405,2022-08-05,23.3,23.3,27.8,6
72405,2022-08-04,23.3,23.3,28.5,0
72405,2022-08-03,22.2,22.2,28.5,0
72405,2022-08-02,22.2,22.2,26.2,13
72405,2022-08-01,22.2,22.2,25,12
72405,2022-07-31,22.8,22.8,26.9,0
72405,2022-07-30,23.3,23.3,26.3,0.5
72405,2022-07-29,23.3,23.3,28.5,5
72405,2022-07-28,23.9,23.9,27.5,0
72405,2022-07-27,23.9,23.9,25.3,NA
72405,2022-07-26,23.9,23.9,27.3,7
72405,2022-07-25,24.4,24.4,29.6,0
72405,2022-07-24,25,25,29.7,0
72405,2022-07-23,24.4,24.4,29.9,0
72405,2022-07-22,26.1,26.1,29.2,2
72405,2022-07-21,23.3,23.3,28.8,0
72405,2022-07-20,25,25,28.4,0
72405,2022-07-19,24.4,24.4,28.1,0
72405,2022-07-18,21.1,21.1,25.9,0.3
72405,2022-07-17,21.1,21.1,25.5,35
72405,2022-07-16,22.8,22.8,27.3,0
72405,2022-07-15,21.7,21.7,26.9,0
72405,2022-07-14,21.1,21.1,27.2,NA
72405,2022-07-13,21.1,21.1,25.4,10.8
72405,2022-07-12,18.9,18.9,24.4,0
72405,2022-07-11,20.6,20.6,24.1,0
72405,2022-07-10,21.7,21.7,22.5,64.8
72405,2022-07-09,22.2,22.2,26.5,39
72405,2022-07-08,22.8,22.8,25.1,0.8
72405,2022-07-07,23.9,23.9,29.1,NA
72405,2022-07-06,22.8,22.8,26.7,2
72405,2022-07-05,20.6,20.6,26.2,0
72405,2022-07-04,22.8,22.8,26.2,13
72405,2022-07-03,23.9,23.9,27.7,NA
72405,2022-07-02,23.3,23.3,28.3,0
72405,2022-07-01,22.2,22.2,27.5,0
72405,2022-06-30,18.3,18.3,24.9,0
72405,2022-06-29,17.8,17.8,23.1,0
72405,2022-06-28,20,20,24.7,5.3
72405,2022-06-27,22.2,22.2,26.4,0
72405,2022-06-26,20,20,25.2,NA
72405,2022-06-25,17.8,17.8,23.4,0
72405,2022-06-24,19.4,19.4,20.8,25
72405,2022-06-23,21.1,21.1,24.5,46
72405,2022-06-22,18.9,18.9,24.2,0
72405,2022-06-21,14.4,14.4,22.7,0
72405,2022-06-20,15.6,15.6,21,0
72405,2022-06-19,18.3,18.3,23.1,0
72405,2022-06-18,22.8,22.8,29.5,NA
