id	modified	bibliographicCitation	references	institutionCode	collectionCode	basisOfRecord	dynamicProperties	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	sex	lifeStage	preparations	otherCatalogNumbers	associatedReferences	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	fieldNumber	waterBody	country	stateProvince	county	locality	minimumElevationInMeters	maximumElevationInMeters	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	footprintWKT	identifiedBy	dateIdentified	typeStatus	scientificNameID	scientificName	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	scientificNameAuthorship
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2706	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2706	CNP-P-2706														1978	8	27			Argentina							89		-40.5	-58.450001						urn:lsid:marinespecies.org:taxname:990516	Odontesthes smitti	Animalia	Chordata	Actinopterygii	Atheriniformes	Atherinopsidae	Odontesthes		smitti		(Lahille, 1929)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-1	CNP-P-1														1983	2	2			Argentina							92		-45.016666	-64.183334						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-2	CNP-P-2														1983	2	2			Argentina							78		-45.150002	-64.800003						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3	CNP-P-3														1983	2	3			Argentina							89		-46	-65.550003						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-4	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-4	CNP-P-4														1983	2	10			Argentina							86		-41.966667	-59.966667						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-5	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-5	CNP-P-5														1983	2	10			Argentina							66		-41.666668	-60.299999						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-6	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-6	CNP-P-6														1983	2	10			Argentina							68		-41.400002	-60.116665						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-7	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-7	CNP-P-7														1978	3	12			Argentina							120		-32.666668	-45.75						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-8	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-8	CNP-P-8														1978	4	14			Argentina							87		-37.983334	-55.966667						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-9	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-9	CNP-P-9														1978	4	15			Argentina							47		-38	-56.966667						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-10	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-10	CNP-P-10														1978	4	14			Argentina							26		-39.066666	-59.950001						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-11	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-11	CNP-P-11														1978	4	15			Argentina							44		-38.983334	-58.983334						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-12	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-12	CNP-P-12														1978	4	16			Argentina							71		-39.133335	-58.066666						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-13	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-13	CNP-P-13														1978	4	15			Argentina							85		-39	-57.049999						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-14	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-14	CNP-P-14														1978	4	17			Argentina							80		-41	-60.016666						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-15	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-15	CNP-P-15														1978	4	17			Argentina							43		-41.083332	-61.983334						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-16	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-16	CNP-P-16														1978	4	18			Argentina							85		-42.983334	-62						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-17	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-17	CNP-P-17														1978	4	18			Argentina							78		-43.033333	-62.966667						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-18	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-18	CNP-P-18														1978	4	18			Argentina							67		-43	-63.950001						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-19	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-19	CNP-P-19														1978	4	21			Argentina							90		-44.983334	-64.966667						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-20	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-20	CNP-P-20														1978	4	22			Argentina							36		-46.983334	-66.23333						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-21	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-21	CNP-P-21														1978	4	22			Argentina							100		-47	-65.033333						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-22	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-22	CNP-P-22														1976	11	15			Argentina							80		-43.083332	-63.700001						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-23	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-23	CNP-P-23														1976	11	16			Argentina							71		-43.533333	-64.199997						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-24	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-24	CNP-P-24														1976	11	29			Argentina							72		-43.583332	-63.533333						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-25	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-25	CNP-P-25														1976	11	29			Argentina							77		-43.466667	-63.316666						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-26	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-26	CNP-P-26														1976	11	30			Argentina							76		-43.383335	-63.866665						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-27	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-27	CNP-P-27														1976	11	30			Argentina							58		-43.766666	-63.083332						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-28	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-28	CNP-P-28														1976	11	30			Argentina							82		-44.483334	-65.01667						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-29	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-29	CNP-P-29														1976	11	30			Argentina							84		-44.849998	-65.133331						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-30	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-30	CNP-P-30														1976	12	1			Argentina							86		-44.433334	-64.566666						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-31	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-31	CNP-P-31														1976	12	1			Argentina							84		-44.25	-64.466667						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-32	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-32	CNP-P-32														1976	12	1			Argentina							76		-43.549999	-64						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-33	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-33	CNP-P-33														1976	12	2			Argentina							78		-43.349998	-63.783333						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-34	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-34	CNP-P-34														1976	12	2			Argentina							82		-43.066666	-62.666668						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-35	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-35	CNP-P-35														1976	12	1			Argentina							80		-42.833332	-62.466667						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-36	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-36	CNP-P-36														1976	12	3			Argentina							77		-42.333332	-61.766666						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-37	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-37	CNP-P-37														1976	12	3			Argentina							66		-41.966667	-61.650002						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-38	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-38	CNP-P-38														1976	12	3			Argentina							65		-41.483334	-60.683334						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-39	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-39	CNP-P-39														1976	12	4			Argentina							47		-40.733334	-61.150002						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-40	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-40	CNP-P-40														1976	12	4			Argentina							48		-40.566666	-60.983334						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-41	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-41	CNP-P-41														1976	12	4			Argentina							49		-40.433334	-60.849998						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-42	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-42	CNP-P-42														1976	12	4			Argentina							46		-40.383335	-61						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-43	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-43	CNP-P-43														1976	12	4			Argentina							49		-40.183334	-60.816666						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-44	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-44	CNP-P-44														1966	6	10			Argentina							445		-34	-50.383335						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-45	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-45	CNP-P-45														1978	8	26			Argentina							22		-39.549999	-61.516666						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-46	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-46	CNP-P-46														1978	8	26			Argentina							42		-39.5	-60.466667						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-47	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-47	CNP-P-47														1978	8	26			Argentina							58		-39.516666	-59.516666						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-48	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-48	CNP-P-48														1978	8	30			Argentina							52		-41.516666	-63.5						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-49	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-49	CNP-P-49														1978	8	29			Argentina							51		-41.683334	-62.483334						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-50	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-50	CNP-P-50														1978	8	29			Argentina							55		-41.450001	-61.450001						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-51	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-51	CNP-P-51														1978	8	29			Argentina							67		-41.5	-60.483334						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-52	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-52	CNP-P-52														1978	8	31			Argentina							72		-43.5	-63.483334						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-53	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-53	CNP-P-53														1978	8	31			Argentina							92		-43.516666	-62.016666						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-54	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-54	CNP-P-54														1978	8	30			Argentina							67		-42.416668	-63.166668						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-55	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-55	CNP-P-55														1978	9	14			Argentina							55		-38.833332	-58.566666						urn:lsid:marinespecies.org:taxname:278720	Acanthistius brasilianus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius		brasilianus		(Cuvier, 1828)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-56	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-56	CNP-P-56														1978	4	23			Argentina							695		-47.066666	-60.099998						urn:lsid:marinespecies.org:taxname:234531	Achiropsetta sp.	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Achiropsettidae	Achiropsetta				
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-57	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-57	CNP-P-57														1978	5	2			Argentina							554		-50.966667	-59						urn:lsid:marinespecies.org:taxname:234531	Achiropsetta sp.	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Achiropsettidae	Achiropsetta				
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-58	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-58	CNP-P-58														1978	5	5			Argentina							383		-50.033333	-58.033333						urn:lsid:marinespecies.org:taxname:234531	Achiropsetta sp.	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Achiropsettidae	Achiropsetta				
