id	modified	bibliographicCitation	references	institutionCode	collectionCode	basisOfRecord	dynamicProperties	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	sex	lifeStage	preparations	otherCatalogNumbers	associatedReferences	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	fieldNumber	waterBody	country	stateProvince	county	locality	minimumElevationInMeters	maximumElevationInMeters	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	footprintWKT	identifiedBy	dateIdentified	typeStatus	scientificNameID	scientificName	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	scientificNameAuthorship
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3718	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3718	CNP-P-3718														1966	7	10			Argentina							87		-52.683334	-67.333336						urn:lsid:marinespecies.org:taxname:272281	Sprattus fuegensis	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sprattus		fuegensis		(Jenyns, 1842)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3719	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3719	CNP-P-3719														1966	7	11			Argentina							310		-52.75	-64.033333						urn:lsid:marinespecies.org:taxname:272281	Sprattus fuegensis	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sprattus		fuegensis		(Jenyns, 1842)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3720	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3720	CNP-P-3720														1966	7	11			Argentina							340		-52.816666	-63.216667						urn:lsid:marinespecies.org:taxname:272281	Sprattus fuegensis	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sprattus		fuegensis		(Jenyns, 1842)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3721	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3721	CNP-P-3721														1966	7	14			Argentina							100		-47.733334	-65.599998						urn:lsid:marinespecies.org:taxname:272281	Sprattus fuegensis	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sprattus		fuegensis		(Jenyns, 1842)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3722	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3722	CNP-P-3722														1978	9	8			Argentina							210		-51.466667	-62.466667						urn:lsid:marinespecies.org:taxname:272281	Sprattus fuegensis	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sprattus		fuegensis		(Jenyns, 1842)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3723	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3723	CNP-P-3723														1978	9	8			Argentina							137		-51.466667	-61.483334						urn:lsid:marinespecies.org:taxname:272281	Sprattus fuegensis	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sprattus		fuegensis		(Jenyns, 1842)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3724	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3724	CNP-P-3724														1976	11	18			Argentina							108		-48.483334	-63.299999						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3725	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3725	CNP-P-3725														1976	11	18			Argentina							107		-49.116665	-66.133331						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3726	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3726	CNP-P-3726														1976	11	28			Argentina							90		-44.183334	-63.366665						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3727	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3727	CNP-P-3727														1976	11	28			Argentina							98		-44.316666	-63.333332						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3728	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3728	CNP-P-3728														1976	11	29			Argentina							72		-43.383335	-63.166668						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3729	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3729	CNP-P-3729														1976	11	30			Argentina							58		-43.766666	-63.083332						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3730	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3730	CNP-P-3730														1976	11	30			Argentina							82		-44.483334	-65.01667						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3731	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3731	CNP-P-3731														1976	12	1			Argentina							76		-43.549999	-64						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3732	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3732	CNP-P-3732														1976	12	2			Argentina							78		-43.349998	-63.783333						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3733	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3733	CNP-P-3733														1969	12	27			Argentina							100		-48.099998	-65.033333						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3734	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3734	CNP-P-3734														1970	1	8			Argentina							94		-45.25	-65.083336						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3735	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3735	CNP-P-3735														1970	1	10			Argentina							142		-48	-62						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3736	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3736	CNP-P-3736														1970	1	15			Argentina							31		-50.216667	-68.066666						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3737	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3737	CNP-P-3737														1970	1	16			Argentina							37		-51.816666	-68.633331						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3738	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3738	CNP-P-3738														1970	1	16			Argentina							55		-52.266666	-68.066666						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3739	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3739	CNP-P-3739														1970	1	19			Argentina							145		-47.066666	-61.783333						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3740	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3740	CNP-P-3740														1983	2	2			Argentina							92		-45.016666	-64.183334						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3741	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3741	CNP-P-3741														1983	2	2			Argentina							78		-45.150002	-64.800003						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3742	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3742	CNP-P-3742														1983	2	3			Argentina							100		-46.116665	-66.033333						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3743	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3743	CNP-P-3743														1983	2	3			Argentina							89		-46	-65.550003						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3744	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3744	CNP-P-3744														1983	2	3			Argentina									-46.383335	-64.73333						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3745	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3745	CNP-P-3745														1983	2	4			Argentina							108		-46.733334	-63.683334						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3746	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3746	CNP-P-3746														1983	2	5			Argentina							109		-46.183334	-63.75						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3747	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3747	CNP-P-3747														1983	2	5			Argentina							96		-45.700001	-63.183334						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3748	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3748	CNP-P-3748														1983	2	5			Argentina							96		-45.700001	-63.183334						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3749	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3749	CNP-P-3749														1983	2	5			Argentina							101		-45.783333	-63.183334						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3750	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3750	CNP-P-3750														1983	2	5			Argentina							101		-45.783333	-63.183334						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3751	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3751	CNP-P-3751														1983	2	8			Argentina							105		-43.966667	-81.01667						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3752	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3752	CNP-P-3752														1983	2	8			Argentina							111		-43.549999	-59.816666						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3753	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3753	CNP-P-3753														1983	2	10			Argentina							86		-41.966667	-59.966667						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3754	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3754	CNP-P-3754														1983	6	23			Argentina							124		-36.549999	-54						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3755	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3755	CNP-P-3755														1983	6	23			Argentina							116		-36.716667	-54.25						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3756	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3756	CNP-P-3756														1983	6	23			Argentina							104		-36.916668	-54.549999						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3757	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3757	CNP-P-3757														1983	6	24			Argentina							126		-37.266666	-54.766666						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3758	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3758	CNP-P-3758														1983	6	24			Argentina							119		-37.700001	-54.849998						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3759	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3759	CNP-P-3759														1983	6	25			Argentina							107		-38.083332	-55.450001						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3760	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3760	CNP-P-3760														1983	6	25			Argentina							240		-38.283333	-55.349998						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3761	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3761	CNP-P-3761														1983	6	26			Argentina							102		-39.716667	-56.083332						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3762	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3762	CNP-P-3762														1983	6	27			Argentina							112		-40.299999	-56.516666						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3763	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3763	CNP-P-3763														1983	6	27			Argentina							93		-40.383335	-56.833332						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3764	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3764	CNP-P-3764														1983	6	27			Argentina							100		-40.733334	-56.049999						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3765	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3765	CNP-P-3765														1983	6	28			Argentina							80		-40.900002	-57.700001						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3766	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3766	CNP-P-3766														1983	6	29			Argentina							85		-41.366665	-58.033333						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3767	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3767	CNP-P-3767														1983	6	29			Argentina							215		-41.283333	-57.283333						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3768	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3768	CNP-P-3768														1983	6	29			Argentina							112		-41.549999	-57.700001						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3769	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3769	CNP-P-3769														1983	6	29			Argentina							96		-41.666668	-58.049999						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3770	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3770	CNP-P-3770														1978	4	18			Argentina							85		-42.983334	-62						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3771	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3771	CNP-P-3771														1978	4	18			Argentina							78		-43.033333	-62.966667						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3772	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3772	CNP-P-3772														1978	4	19			Argentina							100		-43	-59.983334						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3773	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3773	CNP-P-3773														1978	4	20			Argentina							115		-45.016666	-61						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3774	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3774	CNP-P-3774														1978	4	21			Argentina							101		-45	-63						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3775	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3775	CNP-P-3775														1978	4	21			Argentina							95		-45	-63.933334						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3776	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3776	CNP-P-3776														1978	4	22			Argentina							36		-46.983334	-66.23333						urn:lsid:marinespecies.org:taxname:105923	Squalus acanthias	Animalia	Chordata	Elasmobranchii	Squaliformes	Squalidae	Squalus		acanthias		Linnaeus, 1758
