year,date,time,tag_id,rssi
2024,2024-11-14,2024-11-14T14:33:16Z,1978617878,-86
2024,2024-11-14,2024-11-14T14:33:21Z,1978617878,-85
2024,2024-11-14,2024-11-14T14:33:26Z,1978617878,-86
2024,2024-11-14,2024-11-14T14:33:31Z,1978617878,-87
2024,2024-11-14,2024-11-14T14:33:36Z,1978617878,-90
2024,2024-11-14,2024-11-14T14:33:42Z,1978617878,-85
2024,2024-11-14,2024-11-14T14:34:25Z,1978617878,-86
2024,2024-11-14,2024-11-14T14:34:30Z,1978617878,-85
2024,2024-11-14,2024-11-14T14:34:35Z,1978617878,-84
2024,2024-11-14,2024-11-14T14:34:41Z,1978617878,-82
2024,2024-11-14,2024-11-14T14:34:46Z,1978617878,-86
2024,2024-11-14,2024-11-14T14:34:51Z,19786178,-85
2024,2024-11-14,2024-11-14T14:35:35Z,1978617878,-82
2024,2024-11-14,2024-11-14T14:35:40Z,1978617878,-82
2024,2024-11-14,2024-11-14T14:35:45Z,1978617878,-82
2024,2024-11-14,2024-11-14T14:35:50Z,1978617878,-83
2024,2024-11-14,2024-11-14T14:35:56Z,1978617878,-82
2024,2024-11-14,2024-11-14T14:36:01Z,1978617878,-82
2024,2024-11-14,2024-11-14T14:36:45Z,1978617878,-85
2024,2024-11-14,2024-11-14T14:36:50Z,1978617878,-85
2024,2024-11-14,2024-11-14T14:36:55Z,1978617878,-86
2024,2024-11-14,2024-11-14T14:37:00Z,1978617878,-87
2024,2024-11-14,2024-11-14T14:37:06Z,1978617878,-84
2024,2024-11-14,2024-11-14T14:37:11Z,19786178,-83
2024,2024-11-14,2024-11-14T14:37:53Z,1978617878,-83
2024,2024-11-14,2024-11-14T14:37:58Z,1978617878,-82
2024,2024-11-14,2024-11-14T14:38:03Z,1978617878,-80
2024,2024-11-14,2024-11-14T14:38:09Z,1978617878,-83
2024,2024-11-14,2024-11-14T14:38:14Z,1978617878,-82
2024,2024-11-14,2024-11-14T14:38:19Z,19786178,-83
2024,2024-11-14,2024-11-14T14:38:59Z,1978617878,-83
2024,2024-11-14,2024-11-14T14:39:05Z,1978617878,-82
2024,2024-11-14,2024-11-14T14:39:10Z,1978617878,-85
2024,2024-11-14,2024-11-14T14:39:15Z,1978617878,-84
2024,2024-11-14,2024-11-14T14:39:20Z,1978617878,-82
2024,2024-11-14,2024-11-14T14:39:25Z,1978617878,-81
2024,2024-11-14,2024-11-14T14:40:07Z,1978617878,-87
2024,2024-11-14,2024-11-14T14:40:12Z,1978617878,-86
2024,2024-11-14,2024-11-14T14:40:17Z,1978617878,-87
2024,2024-11-14,2024-11-14T14:40:23Z,1978617878,-89
2024,2024-11-14,2024-11-14T14:40:28Z,1978617878,-89
2024,2024-11-14,2024-11-14T14:40:33Z,19786178,-88
2024,2024-11-14,2024-11-14T14:41:18Z,1978617878,-88
2024,2024-11-14,2024-11-14T14:41:23Z,1978617878,-86
2024,2024-11-14,2024-11-14T14:41:28Z,1978617878,-87
2024,2024-11-14,2024-11-14T14:41:33Z,1978617878,-86
2024,2024-11-14,2024-11-14T14:41:39Z,1978617878,-85
2024,2024-11-14,2024-11-14T14:41:44Z,19786178,-87
2024,2024-11-14,2024-11-14T14:42:29Z,1978617878,-86
2024,2024-11-14,2024-11-14T14:42:34Z,1978617878,-88
2024,2024-11-14,2024-11-14T14:42:39Z,1978617878,-85
2024,2024-11-14,2024-11-14T14:42:44Z,1978617878,-86
2024,2024-11-14,2024-11-14T14:42:49Z,1978617878,-84
2024,2024-11-14,2024-11-14T14:42:55Z,19786178,-83
2024,2024-11-14,2024-11-14T22:11:55Z,0761F899,-115
2024,2024-11-14,2024-11-14T23:57:56Z,997FE199,-120
