year,date,time,tag_id,rssi
2024,2024-11-25,2024-11-25T00:00:00Z,52197800,-93
2024,2024-11-25,2024-11-25T00:00:01Z,34522D2D,-94
2024,2024-11-25,2024-11-25T00:00:02Z,55522A00,-92
2024,2024-11-25,2024-11-25T00:00:02Z,4C523361,-86
2024,2024-11-25,2024-11-25T00:00:03Z,3366551929,-97
2024,2024-11-25,2024-11-25T00:00:05Z,55522A00,-92
2024,2024-11-25,2024-11-25T00:00:06Z,4C523361,-87
2024,2024-11-25,2024-11-25T00:00:08Z,3366551929,-97
2024,2024-11-25,2024-11-25T00:00:08Z,34522D00,-94
2024,2024-11-25,2024-11-25T00:00:09Z,55522A00,-92
2024,2024-11-25,2024-11-25T00:00:10Z,4C523361,-87
2024,2024-11-25,2024-11-25T00:00:12Z,34522D00,-94
2024,2024-11-25,2024-11-25T00:00:13Z,3366551929,-97
2024,2024-11-25,2024-11-25T00:00:13Z,55522A00,-93
2024,2024-11-25,2024-11-25T00:00:14Z,4C523361,-87
2024,2024-11-25,2024-11-25T00:00:16Z,34522D00,-94
2024,2024-11-25,2024-11-25T00:00:17Z,55522A00,-91
2024,2024-11-25,2024-11-25T00:00:18Z,4C523361,-87
2024,2024-11-25,2024-11-25T00:00:20Z,34522DFF,-95
2024,2024-11-25,2024-11-25T00:00:22Z,4C523361,-87
2024,2024-11-25,2024-11-25T00:00:23Z,3366551929,-99
2024,2024-11-25,2024-11-25T00:00:26Z,4C523361,-86
2024,2024-11-25,2024-11-25T00:00:27Z,55522A34,-91
2024,2024-11-25,2024-11-25T00:00:29Z,3366551929,-97
2024,2024-11-25,2024-11-25T00:00:29Z,34522D2D,-94
2024,2024-11-25,2024-11-25T00:00:30Z,4C523361,-87
2024,2024-11-25,2024-11-25T00:00:31Z,52197800,-93
2024,2024-11-25,2024-11-25T00:00:32Z,55522A34,-92
2024,2024-11-25,2024-11-25T00:00:34Z,3366551929,-99
2024,2024-11-25,2024-11-25T00:00:34Z,4C523361,-87
2024,2024-11-25,2024-11-25T00:00:34Z,34522D2D,-94
2024,2024-11-25,2024-11-25T00:00:35Z,52197800,-92
2024,2024-11-25,2024-11-25T00:00:36Z,55522A00,-91
2024,2024-11-25,2024-11-25T00:00:38Z,4C523361,-86
2024,2024-11-25,2024-11-25T00:00:39Z,3366551929,-97
2024,2024-11-25,2024-11-25T00:00:40Z,34522D2D,-94
2024,2024-11-25,2024-11-25T00:00:40Z,55522A00,-92
2024,2024-11-25,2024-11-25T00:00:42Z,4C523361,-87
2024,2024-11-25,2024-11-25T00:00:43Z,34522D00,-94
2024,2024-11-25,2024-11-25T00:00:49Z,3366551929,-98
2024,2024-11-25,2024-11-25T00:00:50Z,4C523361,-87
2024,2024-11-25,2024-11-25T00:00:51Z,34522D00,-95
2024,2024-11-25,2024-11-25T00:00:52Z,55522A00,-92
2024,2024-11-25,2024-11-25T00:00:54Z,3366551929,-97
2024,2024-11-25,2024-11-25T00:00:55Z,52197800,-93
2024,2024-11-25,2024-11-25T00:00:55Z,34522D00,-94
2024,2024-11-25,2024-11-25T00:00:56Z,55522A00,-93
2024,2024-11-25,2024-11-25T00:00:59Z,52197800,-93
2024,2024-11-25,2024-11-25T00:00:59Z,34522DFF,-95
2024,2024-11-25,2024-11-25T00:01:00Z,3366551929,-97
2024,2024-11-25,2024-11-25T00:01:00Z,55522A00,-92
2024,2024-11-25,2024-11-25T00:01:02Z,4C523361,-87
2024,2024-11-25,2024-11-25T00:01:02Z,52197800,-93
2024,2024-11-25,2024-11-25T00:01:04Z,55522A00,-93
2024,2024-11-25,2024-11-25T00:01:05Z,3366551929,-97
2024,2024-11-25,2024-11-25T00:01:06Z,52197800,-93
2024,2024-11-25,2024-11-25T00:01:08Z,55522A00,-91
2024,2024-11-25,2024-11-25T00:01:08Z,34522D2D,-93
2024,2024-11-25,2024-11-25T00:01:10Z,4C523361,-87
2024,2024-11-25,2024-11-25T00:01:10Z,3366551929,-97
2024,2024-11-25,2024-11-25T00:01:12Z,55522A00,-92
2024,2024-11-25,2024-11-25T00:01:13Z,34522D2D,-92
2024,2024-11-25,2024-11-25T00:01:14Z,4C523361,-86
2024,2024-11-25,2024-11-25T00:01:15Z,3366551929,-97
2024,2024-11-25,2024-11-25T00:01:16Z,55522A00,-93
2024,2024-11-25,2024-11-25T00:01:18Z,4C523361,-86
2024,2024-11-25,2024-11-25T00:01:18Z,34522D2D,-93
2024,2024-11-25,2024-11-25T00:01:20Z,3366551929,-97
2024,2024-11-25,2024-11-25T00:01:21Z,55522A34,-91
2024,2024-11-25,2024-11-25T00:01:22Z,4C523361,-87
2024,2024-11-25,2024-11-25T00:01:22Z,52197800,-94
2024,2024-11-25,2024-11-25T00:01:23Z,34522D2D,-94
2024,2024-11-25,2024-11-25T00:01:25Z,3366551929,-97
2024,2024-11-25,2024-11-25T00:01:26Z,4C523361,-87
2024,2024-11-25,2024-11-25T00:01:26Z,52197800,-94
2024,2024-11-25,2024-11-25T00:01:26Z,55522A34,-91
